run_id,timestamp,step_name,stage,duration,status,error_type,error_message,failure_type,line_number,file_path,matched_line,exit_code,python_version
run_0218,2026-08-27T11:40:18.5254867Z,Check App Syntax,build,0.024,failure,SyntaxError,expected ':',syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0219,2026-08-27T11:40:45.0025478Z,Check App Syntax,build,0.023,failure,SyntaxError,expected ':',syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0220,2026-08-27T11:41:11.5204782Z,Check App Syntax,build,0.02,failure,SyntaxError,expected ':',syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0221,2026-08-27T11:41:39.9639371Z,Check App Syntax,build,0.023,failure,SyntaxError,expected ':',syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0222,2026-08-27T11:42:06.4477307Z,Check App Syntax,build,0.024,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0223,2026-08-27T11:42:33.3863487Z,Check App Syntax,build,0.033,failure,SyntaxError,'{' was never closed,syntax_error,1,<string>,SyntaxError: '{' was never closed,1,3.11.16
run_0224,2026-08-27T11:43:00.8347345Z,Check App Syntax,build,0.017,failure,SyntaxError,'(' was never closed,syntax_error,1,<string>,SyntaxError: '(' was never closed,1,3.11.16
run_0225,2026-08-27T11:43:20.3720917Z,Check App Syntax,build,0.023,failure,SyntaxError,'(' was never closed,syntax_error,1,<string>,SyntaxError: '(' was never closed,1,3.11.16
run_0226,2026-08-27T11:43:41.0625818Z,Check App Syntax,build,0.017,failure,SyntaxError,'[' was never closed,syntax_error,1,<string>,SyntaxError: '[' was never closed,1,3.11.16
run_0227,2026-08-27T11:44:01.2644857Z,Check App Syntax,build,0.025,failure,SyntaxError,'{' was never closed,syntax_error,1,<string>,SyntaxError: '{' was never closed,1,3.11.16
run_0228,2026-08-27T11:44:29.6347332Z,Check App Syntax,build,0.026,failure,SyntaxError,expected '(',syntax_error,1,<string>,SyntaxError: expected '(',1,3.11.16
run_0229,2026-08-27T11:44:55.2982413Z,Check App Syntax,build,0.018,failure,SyntaxError,arguments cannot follow var-keyword argument,syntax_error,1,<string>,SyntaxError: arguments cannot follow var-keyword argument,1,3.11.16
run_0230,2026-08-27T11:45:28.8127266Z,Check App Syntax,build,0.02,failure,IndentationError,expected an indented block after class definition on line 1,syntax_error,1,<string>,IndentationError: expected an indented block after class definition on line 1,1,3.11.16
run_0231,2026-08-27T11:45:49.2633223Z,Check App Syntax,build,0.019,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0232,2026-08-27T11:46:16.8562911Z,Check App Syntax,build,0.024,failure,SyntaxError,'return' outside function,syntax_error,1,<string>,SyntaxError: 'return' outside function,1,3.11.16
run_0233,2026-08-27T11:46:43.4646586Z,Check App Syntax,build,0.026,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0234,2026-08-27T11:47:04.3098952Z,Check App Syntax,build,0.024,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0235,2026-08-27T11:47:31.2002577Z,Check App Syntax,build,0.026,failure,IndentationError,expected an indented block after 'if' statement on line 4,syntax_error,1,<string>,IndentationError: expected an indented block after 'if' statement on line 4,1,3.11.16
run_0236,2026-08-27T11:47:58.0649011Z,Check App Syntax,build,0.064,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0237,2026-08-27T11:48:25.7347264Z,Check App Syntax,build,0.025,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0238,2026-08-27T11:48:53.6741224Z,Check App Syntax,build,0.026,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0239,2026-08-27T11:49:13.6530994Z,Check App Syntax,build,0.026,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0240,2026-08-27T11:49:35.3965150Z,Check App Syntax,build,0.025,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0241,2026-08-27T11:50:03.2151750Z,Check App Syntax,build,0.024,failure,SyntaxError,expected 'except' or 'finally' block,syntax_error,1,<string>,SyntaxError: expected 'except' or 'finally' block,1,3.11.16
run_0242,2026-08-27T11:50:30.0092217Z,Check App Syntax,build,0.024,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0243,2026-08-27T11:50:58.6166149Z,Check App Syntax,build,0.024,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0244,2026-08-27T11:51:28.7865276Z,Check App Syntax,build,0.024,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0245,2026-08-27T11:51:50.7809614Z,Check App Syntax,build,0.025,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0246,2026-08-27T11:52:14.8036900Z,Check App Syntax,build,0.02,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0247,2026-08-27T11:52:37.8537585Z,Check App Syntax,build,0.023,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0248,2026-08-27T11:53:02.1721777Z,Check App Syntax,build,0.023,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0249,2026-08-27T11:53:29.9377826Z,Check App Syntax,build,0.019,failure,SyntaxError,cannot assign to function call here. Maybe you meant '==' instead of '='?,syntax_error,1,<string>,SyntaxError: cannot assign to function call here. Maybe you meant '==' instead of '='?,1,3.11.16
run_0250,2026-08-27T11:53:58.1546083Z,Check App Syntax,build,0.02,failure,SyntaxError,cannot use assignment expressions with expression,syntax_error,1,<string>,SyntaxError: cannot use assignment expressions with expression,1,3.11.16
run_0251,2026-08-27T11:54:20.2523427Z,Check App Syntax,build,0.024,failure,SyntaxError,'(' was never closed,syntax_error,1,<string>,SyntaxError: '(' was never closed,1,3.11.16
run_0252,2026-08-27T11:54:48.8104438Z,Check App Syntax,build,0.024,failure,SyntaxError,cannot assign to literal here. Maybe you meant '==' instead of '='?,syntax_error,1,<string>,SyntaxError: cannot assign to literal here. Maybe you meant '==' instead of '='?,1,3.11.16
run_0253,2026-08-27T11:55:10.1265375Z,Check App Syntax,build,0.027,failure,SyntaxError,cannot delete literal,syntax_error,1,<string>,SyntaxError: cannot delete literal,1,3.11.16
run_0254,2026-08-27T11:55:33.2357754Z,Check App Syntax,build,0.026,failure,SyntaxError,cannot assign to function call here. Maybe you meant '==' instead of '='?,syntax_error,1,<string>,SyntaxError: cannot assign to function call here. Maybe you meant '==' instead of '='?,1,3.11.16
run_0255,2026-08-27T11:55:55.7363262Z,Check App Syntax,build,0.026,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0256,2026-08-27T11:56:18.9864445Z,Check App Syntax,build,0.026,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0257,2026-08-27T11:56:49.7062587Z,Check App Syntax,build,0.024,failure,SyntaxError,'[' was never closed,syntax_error,1,<string>,SyntaxError: '[' was never closed,1,3.11.16
run_0258,2026-08-27T11:57:14.2736162Z,Check App Syntax,build,0.028,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0259,2026-08-27T11:57:38.0970093Z,Check App Syntax,build,0.017,failure,SyntaxError,Invalid star expression,syntax_error,1,<string>,SyntaxError: Invalid star expression,1,3.11.16
run_0260,2026-08-27T11:58:08.7430121Z,Check App Syntax,build,0.024,failure,SyntaxError,unterminated string literal (detected at line 4),syntax_error,1,<string>,SyntaxError: unterminated string literal (detected at line 4),1,3.11.16
run_0261,2026-08-27T11:58:49.2617235Z,Check App Syntax,build,0.023,failure,SyntaxError,unterminated string literal (detected at line 4),syntax_error,1,<string>,SyntaxError: unterminated string literal (detected at line 4),1,3.11.16
run_0262,2026-08-27T11:59:15.2804973Z,Check App Syntax,build,0.024,failure,SyntaxError,unterminated triple-quoted string literal (detected at line 5),syntax_error,1,<string>,SyntaxError: unterminated triple-quoted string literal (detected at line 5),1,3.11.16
run_0263,2026-08-27T11:59:39.4146099Z,Check App Syntax,build,0.026,failure,SyntaxError,f-string: empty expression not allowed,syntax_error,1,<string>,SyntaxError: f-string: empty expression not allowed,1,3.11.16
run_0264,2026-08-27T12:00:12.7124500Z,Check App Syntax,build,0.026,failure,SyntaxError,f-string expression part cannot include a backslash,syntax_error,1,<string>,SyntaxError: f-string expression part cannot include a backslash,1,3.11.16
run_0265,2026-08-27T12:00:40.2985362Z,Check App Syntax,build,0.025,failure,SyntaxError,f-string: expecting '}',syntax_error,1,<string>,SyntaxError: f-string: expecting '}',1,3.11.16
run_0266,2026-08-27T12:01:11.6185041Z,Check App Syntax,build,0.018,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0267,2026-08-27T12:01:44.9159030Z,Check App Syntax,build,0.024,failure,SyntaxError,invalid syntax. Perhaps you forgot a comma?,syntax_error,1,<string>,SyntaxError: invalid syntax. Perhaps you forgot a comma?,1,3.11.16
run_0268,2026-08-27T12:02:10.9859575Z,Check App Syntax,build,0.024,failure,SyntaxError,'[' was never closed,syntax_error,1,<string>,SyntaxError: '[' was never closed,1,3.11.16
run_0269,2026-08-27T12:02:34.5857271Z,Check App Syntax,build,0.02,failure,SyntaxError,invalid syntax. Perhaps you forgot a comma?,syntax_error,1,<string>,SyntaxError: invalid syntax. Perhaps you forgot a comma?,1,3.11.16
run_0270,2026-08-27T12:03:04.5779091Z,Check App Syntax,build,0.024,failure,SyntaxError,'(' was never closed,syntax_error,1,<string>,SyntaxError: '(' was never closed,1,3.11.16
run_0271,2026-08-27T12:03:26.5940712Z,Check App Syntax,build,0.025,failure,IndentationError,expected an indented block after function definition on line 1,syntax_error,1,<string>,IndentationError: expected an indented block after function definition on line 1,1,3.11.16
run_0272,2026-08-27T12:03:57.0732140Z,Check App Syntax,build,0.02,failure,IndentationError,unindent does not match any outer indentation level,syntax_error,1,<string>,IndentationError: unindent does not match any outer indentation level,1,3.11.16
run_0273,2026-08-27T12:04:20.4390048Z,Check App Syntax,build,0.018,failure,IndentationError,unindent does not match any outer indentation level,syntax_error,1,<string>,IndentationError: unindent does not match any outer indentation level,1,3.11.16
run_0274,2026-08-27T12:04:50.6295516Z,Check App Syntax,build,0.024,failure,IndentationError,unexpected indent,syntax_error,1,<string>,IndentationError: unexpected indent,1,3.11.16
run_0275,2026-08-27T12:05:20.3686623Z,Check App Syntax,build,0.026,failure,SyntaxError,'return' outside function,syntax_error,1,<string>,SyntaxError: 'return' outside function,1,3.11.16
run_0276,2026-08-27T12:05:49.6676552Z,Check App Syntax,build,0.025,failure,IndentationError,unexpected indent,syntax_error,1,<string>,IndentationError: unexpected indent,1,3.11.16
run_0277,2026-08-27T12:06:13.1660417Z,Check App Syntax,build,0.024,failure,TabError,inconsistent use of tabs and spaces in indentation,syntax_error,1,<string>,TabError: inconsistent use of tabs and spaces in indentation,1,3.11.16
run_0278,2026-08-27T12:06:42.4205968Z,Check App Syntax,build,0.02,failure,TabError,inconsistent use of tabs and spaces in indentation,syntax_error,1,<string>,TabError: inconsistent use of tabs and spaces in indentation,1,3.11.16
run_0279,2026-08-27T12:07:12.8299411Z,Check App Syntax,build,0.024,failure,TabError,inconsistent use of tabs and spaces in indentation,syntax_error,1,<string>,TabError: inconsistent use of tabs and spaces in indentation,1,3.11.16
run_0280,2026-08-27T12:07:41.5666248Z,Check App Syntax,build,0.02,failure,SyntaxError,Missing parentheses in call to 'print'. Did you mean print(...)?,syntax_error,1,<string>,SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)?,1,3.11.16
run_0281,2026-08-27T12:08:05.3661380Z,Check App Syntax,build,0.018,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0282,2026-08-27T12:08:35.8931913Z,Check App Syntax,build,0.026,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0283,2026-08-27T12:09:05.7566049Z,Check App Syntax,build,0.024,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0284,2026-08-27T12:09:35.7884150Z,Check App Syntax,build,0.026,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0285,2026-08-27T12:10:05.9228765Z,Check App Syntax,build,0.023,failure,SyntaxError,'yield' outside function,syntax_error,1,<string>,SyntaxError: 'yield' outside function,1,3.11.16
run_0286,2026-08-27T12:10:35.4281922Z,Check App Syntax,build,0.024,failure,SyntaxError,'await' outside function,syntax_error,1,<string>,SyntaxError: 'await' outside function,1,3.11.16
run_0287,2026-08-27T12:11:04.7860287Z,Check App Syntax,build,0.026,failure,IndentationError,expected an indented block after function definition on line 1,syntax_error,1,<string>,IndentationError: expected an indented block after function definition on line 1,1,3.11.16
run_0288,2026-08-27T12:11:28.8465072Z,Check App Syntax,build,0.025,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0289,2026-08-27T12:11:58.3415674Z,Check App Syntax,build,0.026,failure,SyntaxError,'continue' not properly in loop,syntax_error,1,<string>,SyntaxError: 'continue' not properly in loop,1,3.11.16
run_0290,2026-08-27T12:12:27.3137162Z,Check App Syntax,build,0.024,failure,SyntaxError,'break' outside loop,syntax_error,1,<string>,SyntaxError: 'break' outside loop,1,3.11.16
run_0291,2026-08-27T12:12:57.1045380Z,Check App Syntax,build,0.024,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0292,2026-08-27T12:13:25.4208378Z,Check App Syntax,build,0.024,failure,SyntaxError,cannot use assignment expressions with expression,syntax_error,1,<string>,SyntaxError: cannot use assignment expressions with expression,1,3.11.16
run_0293,2026-08-27T12:13:53.4635747Z,Check App Syntax,build,0.025,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0294,2026-08-27T12:14:15.0688271Z,Check App Syntax,build,0.017,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0295,2026-08-27T12:14:44.7942592Z,Check App Syntax,build,0.024,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0296,2026-08-27T12:15:12.0921728Z,Check App Syntax,build,0.025,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0297,2026-08-27T12:15:39.6990016Z,Check App Syntax,build,0.02,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0298,2026-08-27T12:16:07.9246690Z,Check App Syntax,build,0.021,failure,SyntaxError,'(' was never closed,syntax_error,1,<string>,SyntaxError: '(' was never closed,1,3.11.16
run_0299,2026-08-27T12:16:44.1635410Z,Check App Syntax,build,0.021,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0300,2026-08-27T12:17:11.8203129Z,Check App Syntax,build,0.024,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0301,2026-08-27T12:17:38.8017397Z,Check App Syntax,build,0.018,failure,IndentationError,unexpected indent,syntax_error,1,<string>,IndentationError: unexpected indent,1,3.11.16
run_0302,2026-08-27T12:18:00.2734118Z,Check App Syntax,build,0.024,failure,SyntaxError,leading zeros in decimal integer literals are not permitted; use an 0o prefix for octal integers,syntax_error,1,<string>,SyntaxError: leading zeros in decimal integer literals are not permitted; use an 0o prefix for octal integers,1,3.11.16
run_0303,2026-08-27T12:18:22.2615724Z,Check App Syntax,build,0.025,failure,SyntaxError,'(' was never closed,syntax_error,1,<string>,SyntaxError: '(' was never closed,1,3.11.16
run_0304,2026-08-27T12:18:49.8500639Z,Check App Syntax,build,0.029,failure,SyntaxError,expected ':',syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0305,2026-08-27T12:19:12.4089942Z,Check App Syntax,build,0.024,failure,SyntaxError,'(' was never closed,syntax_error,1,<string>,SyntaxError: '(' was never closed,1,3.11.16
run_0306,2026-08-27T12:19:40.4424157Z,Check App Syntax,build,0.023,failure,SyntaxError,'[' was never closed,syntax_error,1,<string>,SyntaxError: '[' was never closed,1,3.11.16
run_0307,2026-08-27T12:20:14.7588595Z,Check App Syntax,build,0.025,failure,IndentationError,unexpected indent,syntax_error,1,<string>,IndentationError: unexpected indent,1,3.11.16
run_0308,2026-08-27T12:20:37.7901142Z,Check App Syntax,build,0.023,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0309,2026-08-27T12:21:06.3889655Z,Check App Syntax,build,0.023,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0310,2026-08-27T12:21:27.6338461Z,Check App Syntax,build,0.022,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0311,2026-08-27T12:21:55.8950471Z,Check App Syntax,build,0.02,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0312,2026-08-27T12:22:17.3155147Z,Check App Syntax,build,0.026,failure,SyntaxError,expected ':',syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0313,2026-08-27T12:22:39.7538681Z,Check App Syntax,build,0.026,failure,SyntaxError,expression expected after dictionary key and ':',syntax_error,1,<string>,SyntaxError: expression expected after dictionary key and ':',1,3.11.16
run_0314,2026-08-27T12:23:09.0946455Z,Check App Syntax,build,0.024,failure,SyntaxError,expected ':',syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0315,2026-08-27T12:23:38.2544075Z,Check App Syntax,build,0.025,failure,SyntaxError,expected ':',syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0316,2026-08-27T12:24:00.6990984Z,Check App Syntax,build,0.02,failure,SyntaxError,expected ':',syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0317,2026-08-27T12:24:23.7886985Z,Check App Syntax,build,0.026,failure,SyntaxError,expected ':',syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0318,2026-08-27T12:24:51.5618535Z,Check App Syntax,build,0.024,failure,SyntaxError,expected ':',syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0319,2026-08-27T12:25:12.4793882Z,Check App Syntax,build,0.027,failure,SyntaxError,expected ':',syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0320,2026-08-27T12:25:38.9286868Z,Check App Syntax,build,0.027,failure,SyntaxError,expected ':',syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0321,2026-08-27T12:26:01.6607901Z,Check App Syntax,build,0.021,failure,SyntaxError,expected ':',syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0322,2026-08-27T12:26:28.0188433Z,Check App Syntax,build,0.025,failure,SyntaxError,expected ':',syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0323,2026-08-27T12:26:50.2838858Z,Check App Syntax,build,0.026,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0324,2026-08-27T12:27:17.2135922Z,Check App Syntax,build,0.024,failure,SyntaxError,'{' was never closed,syntax_error,1,<string>,SyntaxError: '{' was never closed,1,3.11.16
run_0325,2026-08-27T12:27:38.8263693Z,Check App Syntax,build,0.024,failure,SyntaxError,'(' was never closed,syntax_error,1,<string>,SyntaxError: '(' was never closed,1,3.11.16
run_0326,2026-08-27T12:28:06.6031639Z,Check App Syntax,build,0.025,failure,SyntaxError,'(' was never closed,syntax_error,1,<string>,SyntaxError: '(' was never closed,1,3.11.16
run_0327,2026-08-27T12:28:32.4556528Z,Check App Syntax,build,0.026,failure,SyntaxError,'[' was never closed,syntax_error,1,<string>,SyntaxError: '[' was never closed,1,3.11.16
run_0328,2026-08-27T12:28:54.3165706Z,Check App Syntax,build,0.019,failure,SyntaxError,'{' was never closed,syntax_error,1,<string>,SyntaxError: '{' was never closed,1,3.11.16
run_0329,2026-08-27T12:29:21.2557220Z,Check App Syntax,build,0.02,failure,SyntaxError,expected '(',syntax_error,1,<string>,SyntaxError: expected '(',1,3.11.16
run_0330,2026-08-27T12:29:49.6572059Z,Check App Syntax,build,0.024,failure,SyntaxError,arguments cannot follow var-keyword argument,syntax_error,1,<string>,SyntaxError: arguments cannot follow var-keyword argument,1,3.11.16
run_0331,2026-08-27T12:30:17.2715732Z,Check App Syntax,build,0.023,failure,IndentationError,expected an indented block after class definition on line 1,syntax_error,1,<string>,IndentationError: expected an indented block after class definition on line 1,1,3.11.16
run_0332,2026-08-27T12:30:42.5302520Z,Check App Syntax,build,0.027,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0333,2026-08-27T12:31:06.1020645Z,Check App Syntax,build,0.024,failure,SyntaxError,'return' outside function,syntax_error,1,<string>,SyntaxError: 'return' outside function,1,3.11.16
run_0334,2026-08-27T12:31:32.2098767Z,Check App Syntax,build,0.026,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0335,2026-08-27T12:31:53.4570610Z,Check App Syntax,build,0.024,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0336,2026-08-27T12:32:13.8101580Z,Check App Syntax,build,0.02,failure,IndentationError,expected an indented block after 'if' statement on line 4,syntax_error,1,<string>,IndentationError: expected an indented block after 'if' statement on line 4,1,3.11.16
run_0337,2026-08-27T12:32:34.9690023Z,Check App Syntax,build,0.026,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0338,2026-08-27T12:32:56.9941005Z,Check App Syntax,build,0.023,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0339,2026-08-27T12:33:29.3317943Z,Check App Syntax,build,0.026,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0340,2026-08-27T12:33:52.6992928Z,Check App Syntax,build,0.024,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0341,2026-08-27T12:34:17.8984244Z,Check App Syntax,build,0.02,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0342,2026-08-27T12:34:39.1235520Z,Check App Syntax,build,0.026,failure,SyntaxError,expected 'except' or 'finally' block,syntax_error,1,<string>,SyntaxError: expected 'except' or 'finally' block,1,3.11.16
run_0343,2026-08-27T12:35:01.2783338Z,Check App Syntax,build,0.024,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0344,2026-08-27T12:35:28.3049322Z,Check App Syntax,build,0.026,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0345,2026-08-27T12:35:56.5405179Z,Check App Syntax,build,0.027,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0346,2026-08-27T12:36:24.4742355Z,Check App Syntax,build,0.023,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0347,2026-08-27T12:36:51.3748975Z,Check App Syntax,build,0.02,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0348,2026-08-27T12:37:13.5448449Z,Check App Syntax,build,0.026,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0349,2026-08-27T12:37:40.0432576Z,Check App Syntax,build,0.027,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0350,2026-08-27T12:38:01.7721987Z,Check App Syntax,build,0.024,failure,SyntaxError,cannot assign to function call here. Maybe you meant '==' instead of '='?,syntax_error,1,<string>,SyntaxError: cannot assign to function call here. Maybe you meant '==' instead of '='?,1,3.11.16
run_0351,2026-08-27T12:38:28.0453935Z,Check App Syntax,build,0.026,failure,SyntaxError,cannot use assignment expressions with expression,syntax_error,1,<string>,SyntaxError: cannot use assignment expressions with expression,1,3.11.16
run_0352,2026-08-27T12:38:50.0981295Z,Check App Syntax,build,0.024,failure,SyntaxError,'(' was never closed,syntax_error,1,<string>,SyntaxError: '(' was never closed,1,3.11.16
run_0353,2026-08-27T12:39:11.6047179Z,Check App Syntax,build,0.024,failure,SyntaxError,cannot assign to literal here. Maybe you meant '==' instead of '='?,syntax_error,1,<string>,SyntaxError: cannot assign to literal here. Maybe you meant '==' instead of '='?,1,3.11.16
run_0354,2026-08-27T12:39:39.3230607Z,Check App Syntax,build,0.02,failure,SyntaxError,cannot delete literal,syntax_error,1,<string>,SyntaxError: cannot delete literal,1,3.11.16
run_0355,2026-08-27T12:40:07.8754209Z,Check App Syntax,build,0.024,failure,SyntaxError,cannot assign to function call here. Maybe you meant '==' instead of '='?,syntax_error,1,<string>,SyntaxError: cannot assign to function call here. Maybe you meant '==' instead of '='?,1,3.11.16
run_0356,2026-08-27T12:40:34.6129099Z,Check App Syntax,build,0.025,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0357,2026-08-27T12:41:03.1974699Z,Check App Syntax,build,0.023,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0358,2026-08-27T12:41:29.2598917Z,Check App Syntax,build,0.017,failure,SyntaxError,'[' was never closed,syntax_error,1,<string>,SyntaxError: '[' was never closed,1,3.11.16
run_0359,2026-08-27T12:41:56.6729238Z,Check App Syntax,build,0.025,failure,SyntaxError,invalid syntax,syntax_error,1,<string>,SyntaxError: invalid syntax,1,3.11.16
run_0360,2026-08-27T12:42:18.8687218Z,Check App Syntax,build,0.026,failure,SyntaxError,Invalid star expression,syntax_error,1,<string>,SyntaxError: Invalid star expression,1,3.11.16
run_0361,2026-08-27T12:42:44.9482751Z,Check App Syntax,build,0.023,failure,SyntaxError,unterminated string literal (detected at line 4),syntax_error,1,<string>,SyntaxError: unterminated string literal (detected at line 4),1,3.11.16
run_0362,2026-08-27T12:43:06.2557498Z,Check App Syntax,build,0.026,failure,SyntaxError,unterminated string literal (detected at line 4),syntax_error,1,<string>,SyntaxError: unterminated string literal (detected at line 4),1,3.11.16
run_0363,2026-08-27T12:43:34.4975687Z,Check App Syntax,build,0.025,failure,SyntaxError,unterminated triple-quoted string literal (detected at line 5),syntax_error,1,<string>,SyntaxError: unterminated triple-quoted string literal (detected at line 5),1,3.11.16
run_0364,2026-08-27T12:44:00.2639902Z,Check App Syntax,build,0.026,failure,SyntaxError,f-string: empty expression not allowed,syntax_error,1,<string>,SyntaxError: f-string: empty expression not allowed,1,3.11.16
